X,Y,RecId,CrimeId,AgencyId,Block,Street,City,State,Zip,CrimeCode,CrimeDescription,Aggregated Desc
-122.1116374,37.69911302,437571,19021043,ACSO,1700 163RD AV,1734 163RD AV,SAN LEANDRO,CA,94578,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1116374,37.69911302,437571,19021043,ACSO,1700 163RD AV,1734 163RD AV,SAN LEANDRO,CA,94578,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1116374,37.69911302,437571,19021043,ACSO,1700 163RD AV,1734 163RD AV,SAN LEANDRO,CA,94578,999,ARREST WARRANT - FEL,
-122.0693091,37.70518969,437572,19021054,ACSO,19200 HEYER LA,19262 HEYER LA,CASTRO VALLEY,CA,94546,250,"OBTAIN MONEY,ETC UNDER FALSE PRETENSES -OVER $400",
-122.1236765,37.70863922,437574,19021046,ACSO,15100 FREEDOM AV,15101 FREEDOM AV,SAN LEANDRO,CA,94578,520,CARRY CONCEALED DIRK OR DAGGER,
-122.1236765,37.70863922,437574,19021046,ACSO,15100 FREEDOM AV,15101 FREEDOM AV,SAN LEANDRO,CA,94578,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1098006,37.70194405,437578,19021060,ACSO,16200 FOOTHILL BL,16258 FOOTHILL BL,SAN LEANDRO,CA,94578,23A,PETTY THEFT,
-122.1432612,37.67343293,437580,19021056,ACSO,1600 VIA VENTANA,1617 VIA VENTANA,SAN LORENZO,CA,94580,220,BURGLARY,
-122.0511345,37.69573344,437584,19021063,ACSO,4000 E CASTRO VALLEY BL,4015 E CASTRO VALLEY BL,CASTRO VALLEY,CA,94552,999,ARREST WARRANT - MISD,
-122.0511345,37.69573344,437584,19021063,ACSO,4000 E CASTRO VALLEY BL,4015 E CASTRO VALLEY BL,CASTRO VALLEY,CA,94552,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.1214787,37.7158209,437587,19021066,ACSO,2000 FAIRMONT DR,2050 FAIRMONT DR,SAN LEANDRO,CA,94578,90I,RUNAWAY,
-122.0872729,37.69814592,437588,19021071,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.1963458,37.72370077,437589,19021070,ACSO,W AVENUE 135TH AV/ DOOLITTLE DR,W AVENUE 135TH AV/ DOOLITTLE DR,SAN LEANDRO,CA,94577,999,LICENSE SUSPENDED/REVOKED,
-122.1156999,37.66585098,437590,19021069,ACSO,800 W A ST,871 W A ST,HAYWARD,CA,,90E,DISORDERLY CONDUCT:ALCOHOL,
-122.0894506,37.6743956,437592,19021067,ACSO,W A ST/ GARDEN AV,W A ST/ GARDEN AV,HAYWARD,CA,94541,999,DRIVER UNLICENSED,
-122.0894506,37.6743956,437592,19021067,ACSO,W A ST/ GARDEN AV,W A ST/ GARDEN AV,HAYWARD,CA,94541,90D,DUI ALCOHOL/DRUGS,
-122.0750947,37.63133786,437593,19021072,ACSO,LUSTIG CT/ W TENNYSON RD,LUSTIG CT/ W TENNYSON RD,HAYWARD,CA,94544,90D,DUI ALCOHOL/DRUGS,
-122.0750947,37.63133786,437593,19021072,ACSO,LUSTIG CT/ W TENNYSON RD,LUSTIG CT/ W TENNYSON RD,HAYWARD,CA,94544,90D,DUI W/PRIORS:PER 23550 VC,
-122.0547841,37.68585762,437594,19021074,ACSO,22500 WOODROE AV,22505 WOODROE AV,HAYWARD,CA,94541,999,INFORMATIONAL REPORT,
-122.1270609,37.70266855,437598,19021073,ACSO,E 14TH ST/ 159TH AV,E 14TH ST/ 159TH AV,SAN LEANDRO,CA,94578,999,COUNTY VEHICLE ACCIDENT/DAMAGE REPORT,
-122.0955562,37.68745876,437600,19021076,ACSO,20800 FOOTHILL BL,20877 FOOTHILL BL,HAYWARD,CA,94541,90D,DUI ALCOHOL/DRUGS,
-122.0955562,37.68745876,437600,19021076,ACSO,20800 FOOTHILL BL,20877 FOOTHILL BL,HAYWARD,CA,94541,90D,DUI ALCOHOL/0.08 PERCENT,
-122.1178479,37.70028218,437601,19021075,ACSO,16000 MATEO ST,16005 MATEO ST,SAN LEANDRO,CA,94578,999,BENCH WARRANT/FAILURE TO APPEAR ON FELONY CHARGE,
-122.1178479,37.70028218,437601,19021075,ACSO,16000 MATEO ST,16005 MATEO ST,SAN LEANDRO,CA,94578,90B,DISORDERLY CONDUCT:LOITER/ETC PRIVATE PROPERTY,
-122.1178479,37.70028218,437601,19021075,ACSO,16000 MATEO ST,16005 MATEO ST,SAN LEANDRO,CA,94578,290,VANDALISM:DAMAGE PROPERTY,
-122.1178479,37.70028218,437601,19021075,ACSO,16000 MATEO ST,16005 MATEO ST,SAN LEANDRO,CA,94578,90Z,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,
-122.1270609,37.70266855,437602,19021079,ACSO,E 14TH ST/ 159TH AV,E 14TH ST/ 159TH AV,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL AND DRUG,
-122.1233113,37.6740901,437603,19021081,ACSO,17600 HESPERIAN BL,17630 HESPERIAN BL,HAYWARD,CA,94541,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1270609,37.7026624,437605,19021080,ACSO,E 14TH ST/ 150TH AV,E 14TH ST/ 150TH AV,SAN LEANDRO,CA,94578,90D,DUI ANY DRUG,
-122.1270609,37.7026624,437605,19021080,ACSO,E 14TH ST/ 150TH AV,E 14TH ST/ 150TH AV,SAN LEANDRO,CA,94578,999,DRIVER UNLICENSED,
-122.1146671,37.68184504,437606,19021083,ACSO,17900 MEEKLAND AV,17963 MEEKLAND AV,HAYWARD,CA,94541,999,TOW VEH ILL PKD,
-122.0790038,37.68609035,437607,19021086,ACSO,21900 DOLORES ST,21966 DOLORES ST,CASTRO VALLEY,CA,94546,999,DEATH UNATTENDED / ATTENDED,
-122.1270478,37.70265744,437608,19021088,ACSO,COELHO DR/ MOONEY AV,COELHO DR/ MOONEY AV,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL/DRUGS,
-122.0894506,37.6743956,437610,19021087,ACSO,A ST/ MISSION BL,A ST/ MISSION BL,HAYWARD,CA,94541,90D,DUI ALCOHOL/DRUGS,
-122.0894506,37.6743956,437610,19021087,ACSO,A ST/ MISSION BL,A ST/ MISSION BL,HAYWARD,CA,94541,999,LICENSE SUSPENDED/REVOKED,
-122.1135037,37.68053537,437612,19021082,ACSO,18600 MEEKLAND AV,18629 MEEKLAND AV,HAYWARD,CA,94541,13B,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,
-122.1321918,37.67970131,437613,19021085,ACSO,16000 VIA MEDIA,16041 VIA MEDIA,SAN LORENZO,CA,94580,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1538422,37.71585019,437614,19021090,ACSO,300 MARINA BL,376 MARINA BL,SAN LEANDRO,CA,94577,90D,DUI ALCOHOL/DRUGS,
-122.1538422,37.71585019,437614,19021090,ACSO,300 MARINA BL,376 MARINA BL,SAN LEANDRO,CA,94577,999,LICENSE SUSPENDED/REVOKED,
-122.1270609,37.70266855,437615,19021089,ACSO,E 14TH ST/ 153RD AV,E 14TH ST/ 153RD AV,SAN LEANDRO,CA,94578,999,ARREST WARRANT - MISD,
-122.1270609,37.70266855,437615,19021089,ACSO,E 14TH ST/ 153RD AV,E 14TH ST/ 153RD AV,SAN LEANDRO,CA,94578,999,DRIVER UNLICENSED,
-122.1270609,37.70266855,437615,19021089,ACSO,E 14TH ST/ 153RD AV,E 14TH ST/ 153RD AV,SAN LEANDRO,CA,94578,35A,POSSESS NARCOTIC CONTROLLED SUBSTANCE,
-122.1270609,37.70266855,437615,19021089,ACSO,E 14TH ST/ 153RD AV,E 14TH ST/ 153RD AV,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL AND DRUG,
-122.0901402,37.67723281,437617,19021092,ACSO,22100 MISSION BL,22132 MISSION BL,HAYWARD,CA,94541,90D,DUI ALCOHOL/DRUGS,
-122.0901402,37.67723281,437617,19021092,ACSO,22100 MISSION BL,22132 MISSION BL,HAYWARD,CA,94541,90D,DUI ALCOHOL/0.08 PERCENT,
-122.0901402,37.67723281,437617,19021092,ACSO,22100 MISSION BL,22132 MISSION BL,HAYWARD,CA,94541,999,DRIVER UNLICENSED,
-122.1153778,37.665869,437623,19021096,ACSO,800 W A ST,835 W A ST,HAYWARD,CA,94541,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1111363,37.69300895,437627,19021098,ACSO,16600 E 14TH ST,16611 E 14TH ST,SAN LEANDRO,CA,94578,23G,GRAND THEFT - MOTOR VEHICLE PARTS,
-122.2014137,37.7501469,437628,19020719,ACSO,7000 COLISEUM WY,7000 COLISEUM WY,OAKLAND,CA,94621,999,HIT & RUN - PROP DAMAGE,
-122.1217834,37.67170176,437631,19021100,ACSO,18400 HESPERIAN BL,18400 HESPERIAN BL,HAYWARD,CA,94541,999,ARREST WARRANT - FEL,
-122.0736291,37.68482304,437632,19021099,ACSO,22300 REDWOOD RD,22317 REDWOOD RD,CASTRO VALLEY,CA,94546,90C,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,
-122.2294831,37.77783179,437633,19021101,ACSO,2400 E 12TH ST,2425 E 12TH ST,OAKLAND,CA,94601,999,REPORT NUMBER WAS CANCELLED,
-122.1230101,37.70987277,437636,19021102,ACSO,15000 FOOTHILL BL,15001 FOOTHILL BL,SAN LEANDRO,CA,94578,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.1346988,37.66838133,437641,19021109,ACSO,17200 VIA EL CERRITO,17272 VIA EL CERRITO,SAN LORENZO,CA,94580,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.1266654,37.68758422,437642,19021110,ACSO,15500 SHARON ST,15583 SHARON ST,SAN LORENZO,CA,94580,999,FOUND PROPERTY,
-122.1244185,37.68091008,437643,19021105,ACSO,VIA GRANADA/ VIA TOLEDO,VIA GRANADA/ VIA TOLEDO,SAN LORENZO,CA,94580,999,ARREST WARRANT - FEL,
-122.1244185,37.68091008,437643,19021105,ACSO,VIA GRANADA/ VIA TOLEDO,VIA GRANADA/ VIA TOLEDO,SAN LORENZO,CA,94580,999,OUTSIDE WARRANT-MISD,
-122.098882,37.67999829,437645,19021106,ACSO,800 BLOSSOM WY,821 BLOSSOM WY,HAYWARD,CA,94541,90Z,OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,
-122.098882,37.67999829,437645,19021106,ACSO,800 BLOSSOM WY,821 BLOSSOM WY,HAYWARD,CA,94541,13B,BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC,
-122.098882,37.67999829,437645,19021106,ACSO,800 BLOSSOM WY,821 BLOSSOM WY,HAYWARD,CA,94541,90Z,VIOLATION OF PROBATION FELONY,
-122.0866115,37.70144433,437646,19021112,ACSO,3200 SOMERSET AV,3233 SOMERSET AV,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.1024802,37.68686857,437647,19021115,ACSO,19600 MISSION BL,19687 MISSION BL,HAYWARD,CA,94541,23F,BURGLARY - VEHICLE,
-122.1207122,37.67342957,437648,19021113,ACSO,18200 HUNTER AV,18262 HUNTER AV,HAYWARD,CA,94541,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0790703,37.70091752,437649,19021116,ACSO,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY,CA,94546,999,OPERATING VEH WHICH HAS BEEN PROHIBITED BY CRT ORD,
-122.0790703,37.70091752,437649,19021116,ACSO,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY BL/ STANTON AV,CASTRO VALLEY,CA,94546,999,DRIVE WHILE LIC SUSP DUI,
-122.0979348,37.69568119,437651,19021114,ACSO,17100 ROLANDO AV,17115 ROLANDO AV,SAN LEANDRO,CA,94546,90C,DOMESTIC - DISTURB BY LOUD/UNREASONABLE NOISE,
-122.0737793,37.69418051,437653,19021118,ACSO,21100 REDWOOD RD,21168 REDWOOD RD,CASTRO VALLEY,CA,94546,11D,SEXUAL BATTERY,
-122.0739983,37.69988199,437654,19021123,ACSO,20000 REDWOOD RD,20077 REDWOOD RD,CASTRO VALLEY,CA,94546,90Z,TRANSIENT REGISTRATION,
-122.0739983,37.69988199,437654,19021123,ACSO,20000 REDWOOD RD,20077 REDWOOD RD,CASTRO VALLEY,CA,94546,90Z,VIOLATION OF PROBATION FELONY,
-122.0642476,37.68893855,437655,19021124,ACSO,2800 GROVE WY,2850 GROVE WY,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.1272337,37.70621671,437658,19021126,ACSO,15000 ROBIN ST,15055 ROBIN ST,SAN LEANDRO,CA,94578,999,72 HOUR MENTAL HEALTH,
-122.1273747,37.70443742,437663,19021132,ACSO,15200 E 14TH ST,15206 E 14TH ST,SAN LEANDRO,CA,94578,999,OUTSIDE WARRANT-MISD,
-122.0899066,37.7008503,437665,19021131,ACSO,2700 SOMERSET AV,2735 SOMERSET AV,CASTRO VALLEY,CA,94546,90Z,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,
-122.0836818,37.68957073,437666,19021125,ACSO,2000 VIVIAN ST,2044 VIVIAN ST,CASTRO VALLEY,CA,94546,220,BURGLARY,
-122.0903494,37.70169234,437667,19021133,ACSO,2700 BARCLAY CT,2753 BARCLAY CT,CASTRO VALLEY,CA,94546,26C,GET CREDIT/ETC OTHERS ID,
-122.0894374,37.67438884,437668,19021130,ACSO,GROVE WY/ HAVILAND AV,GROVE WY/ HAVILAND AV,HAYWARD,CA,94541,90D,DUI ALCOHOL/DRUGS,
-122.0894374,37.67438884,437668,19021130,ACSO,GROVE WY/ HAVILAND AV,GROVE WY/ HAVILAND AV,HAYWARD,CA,94541,90D,DUI ALCOHOL/0.08 PERCENT,
-122.0872729,37.69814592,437669,19021136,ACSO,20100 LAKE CHABOT RD,20103 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.0834776,37.67359026,437670,19021135,ACSO,D ST/ GRAND ST,D ST/ GRAND ST,HAYWARD,CA,94541,999,ARREST WARRANT - MISD,
-122.1270609,37.7026624,437671,19021134,ACSO,E 14TH ST/ ASHLAND AV,E 14TH ST/ ASHLAND AV,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL/DRUGS,
-122.1270609,37.7026624,437671,19021134,ACSO,E 14TH ST/ ASHLAND AV,E 14TH ST/ ASHLAND AV,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL/0.08 PERCENT,
-122.070022,37.71380539,437672,19021138,ACSO,4900 SEAVIEW AV,4937 SEAVIEW AV,CASTRO VALLEY,CA,94546,999,REPORT NUMBER WAS CANCELLED,
-122.1270609,37.7026624,437673,19021139,ACSO,CAROLYN ST/ FOOTHILL BL,CAROLYN ST/ FOOTHILL BL,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL AND DRUG,
-122.1270609,37.7026624,437673,19021139,ACSO,CAROLYN ST/ FOOTHILL BL,CAROLYN ST/ FOOTHILL BL,SAN LEANDRO,CA,94578,999,DRIVER UNLICENSED,
-121.8749726,37.70556686,437674,19021137,ACSO,CIVIC PZ/ DUBLIN BL,CIVIC PZ/ DUBLIN BL,DUBLIN,CA,94568,999,DRIVER UNLICENSED,
-121.8749726,37.70556686,437674,19021137,ACSO,CIVIC PZ/ DUBLIN BL,CIVIC PZ/ DUBLIN BL,DUBLIN,CA,94568,90D,DUI ALCOHOL/DRUGS,
-122.1270609,37.7026624,437675,19021140,ACSO,FOOTHILL BL/ MANCHESTER RD,FOOTHILL BL/ MANCHESTER RD,SAN LEANDRO,CA,94578,35A,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,
-122.1270609,37.7026624,437675,19021140,ACSO,FOOTHILL BL/ MANCHESTER RD,FOOTHILL BL/ MANCHESTER RD,SAN LEANDRO,CA,94578,520,FELON/ADDICT/ETC POSSESS FIREARM,
-122.1270609,37.7026624,437675,19021140,ACSO,FOOTHILL BL/ MANCHESTER RD,FOOTHILL BL/ MANCHESTER RD,SAN LEANDRO,CA,94578,520,FELON/ADDICT/ETC POSSESS FIREARM,
-122.1270609,37.7026624,437675,19021140,ACSO,FOOTHILL BL/ MANCHESTER RD,FOOTHILL BL/ MANCHESTER RD,SAN LEANDRO,CA,94578,90Z,VIOLATION OF PROBATION FELONY,
-122.1098751,37.69509837,437677,19021143,ACSO,1500 165TH AV,1537 165TH AV,SAN LEANDRO,CA,94578,999,72 HOUR MENTAL HEALTH,
-122.0835074,37.69889478,437678,19021144,ACSO,20000 ANITA AV,20059 ANITA AV,CASTRO VALLEY,CA,94546,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-121.9166768,37.70458248,437679,19021142,ACSO,6700 DUBLIN BL,6700 DUBLIN BL,DUBLIN,CA,94568,90D,DUI ALCOHOL/DRUGS,
-122.129678,37.68052054,437680,19021146,ACSO,BOCKMAN RD/ CHANNEL ST,BOCKMAN RD/ CHANNEL ST,SAN LORENZO,CA,94580,520,CARRY CONCEALED DIRK OR DAGGER,
-122.0894506,37.6743956,437681,19021150,ACSO,A ST/ PRINCETON ST,A ST/ PRINCETON ST,HAYWARD,CA,94541,R24,RECOVERED STOLEN AUTO - OUTSIDE AGENCY,
-122.0894506,37.6743956,437681,19021150,ACSO,A ST/ PRINCETON ST,A ST/ PRINCETON ST,HAYWARD,CA,94541,999,"RECOVERED LOST,STOLEN PLATE",
-122.1300433,37.68712291,437682,19021147,ACSO,15600 HESPERIAN BL,15604 HESPERIAN BL,SAN LORENZO,CA,94580,90D,DUI ALCOHOL/DRUGS,
-122.1270609,37.70266855,437683,19021145,ACSO,E 14TH ST/ 166TH AV,E 14TH ST/ 166TH AV,SAN LEANDRO,CA,94578,999,DRIVER UNLICENSED,
-122.1270609,37.70266855,437683,19021145,ACSO,E 14TH ST/ 166TH AV,E 14TH ST/ 166TH AV,SAN LEANDRO,CA,94578,35A,POSSESS CONTROLLED SUBSTANCE - FELONY,
-122.1270609,37.70266855,437683,19021145,ACSO,E 14TH ST/ 166TH AV,E 14TH ST/ 166TH AV,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL AND DRUG,
-122.1197698,37.70445264,437684,19021153,ACSO,1600 MONO AV,1693 MONO AV,SAN LEANDRO,CA,94578,999,ARREST WARRANT - MISD,
-122.0894506,37.6743938,437685,19021151,ACSO,KELLY ST/ WILDWOOD ST,KELLY ST/ WILDWOOD ST,HAYWARD,CA,94541,999,ARREST WARRANT - MISD,
-122.0894506,37.6743956,437690,19021154,ACSO,FOOTHILL BL/ GROVE WY,FOOTHILL BL/ GROVE WY,HAYWARD,CA,94541,90D,DUI ALCOHOL/DRUGS,
-122.0894506,37.6743956,437690,19021154,ACSO,FOOTHILL BL/ GROVE WY,FOOTHILL BL/ GROVE WY,HAYWARD,CA,94541,90D,DUI ALCOHOL/0.08 PERCENT,
-122.1270609,37.7026624,437691,19021152,ACSO,E 14TH ST/ 162ND AV,E 14TH ST/ 162ND AV,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL/DRUGS,
-122.1270609,37.7026624,437691,19021152,ACSO,E 14TH ST/ 162ND AV,E 14TH ST/ 162ND AV,SAN LEANDRO,CA,94578,999,DRIVER UNLICENSED,
-122.1270609,37.7026624,437692,19021155,ACSO,162ND AV/ MATEO ST,162ND AV/ MATEO ST,SAN LEANDRO,CA,94578,999,DRIVE WHILE LIC SUSP DUI,
-122.1270609,37.7026624,437692,19021155,ACSO,162ND AV/ MATEO ST,162ND AV/ MATEO ST,SAN LEANDRO,CA,94578,999,RENT/ETC VEH TO PERSON W/IGNITION INTERLOCK DEVICE RESTRICTI,
-122.1270609,37.7026624,437692,19021155,ACSO,162ND AV/ MATEO ST,162ND AV/ MATEO ST,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL/DRUGS,
-122.11085,37.69982374,437779,19021230,ACSO,148TH AV/ E 14TH ST,148TH AV/ E 14TH ST,SAN LEANDRO,CA,94578,90D,DUI ALCOHOL/0.08 PERCENT,
-122.11085,37.69982374,437779,19021230,ACSO,148TH AV/ E 14TH ST,148TH AV/ E 14TH ST,SAN LEANDRO,CA,94578,999,DRIVER UNLICENSED,
-122.1240573,37.70897646,437780,19021232,ACSO,15000 FREEDOM AV,15015 FREEDOM AV,SAN LEANDRO,CA,94578,90D,DUI ANY DRUG,
-122.1240573,37.70897646,437780,19021232,ACSO,15000 FREEDOM AV,15015 FREEDOM AV,SAN LEANDRO,CA,94578,999,LICENSE SUSPENDED/REVOKED,
-122.1047384,37.68841144,437781,19021233,ACSO,18500 MISSION BL,18555 MISSION BL,HAYWARD,CA,94541,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0712499,37.68542394,437783,19021236,ACSO,2400 GROVE WY,2494 GROVE WY,CASTRO VALLEY,CA,94546,23H,PETTY THEFT,
-122.0887558,37.69330933,437788,19021239,ACSO,2500 CASTRO VALLEY BL,2532 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0659734,37.70090978,437792,19021245,ACSO,19600 FERN WY,19603 FERN WY,CASTRO VALLEY,CA,94546,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.0711683,37.68543374,437793,19021246,ACSO,2500 GROVE WY,2517 GROVE WY,CASTRO VALLEY,CA,94546,90C,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,
-122.1220103,37.68670673,437796,19021243,ACSO,0 E LEWELLING BL,50 E LEWELLING BL,SAN LORENZO,CA,94580,999,INFORMATIONAL REPORT,
-122.0954637,37.67798926,437797,19021244,ACSO,21700 VALLEJO ST,21710 VALLEJO ST,HAYWARD,CA,94541,13B,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,
-122.2647083,37.8017698,437799,19021253,ACSO,100 14TH ST,125 14TH ST,OAKLAND,CA,94612,999,FOUND PROPERTY,
-122.1203834,37.70765775,437800,19021248,ACSO,15400 FOOTHILL BL,15430 FOOTHILL BL,SAN LEANDRO,CA,94578,35A,USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,
-122.1203834,37.70765775,437800,19021248,ACSO,15400 FOOTHILL BL,15430 FOOTHILL BL,SAN LEANDRO,CA,94578,35A,POSSESS CONTROLLED SUBSTANCE,
-122.1203834,37.70765775,437800,19021248,ACSO,15400 FOOTHILL BL,15430 FOOTHILL BL,SAN LEANDRO,CA,94578,90Z,VIOLATION OF PROBATION FELONY,
-122.129203,37.67951836,437802,19021252,ACSO,ASHLAND AV/ E LEWELLING BL,ASHLAND AV/ E LEWELLING BL,SAN LORENZO,CA,94580,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.0819758,37.68943082,437803,19021249,ACSO,21200 LAKE CHABOT RD,21224 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,240,TAKE VEHICLE W/O OWNER CONSENT/VEHICLE THEFT,
-122.1328421,37.68128768,437804,19021251,ACSO,700 GRANT AV,741 GRANT AV,SAN LORENZO,CA,94580,999,INFORMATIONAL REPORT,
-122.0704066,37.68584869,437809,19021257,ACSO,2500 GROVE WY,2568 GROVE WY,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.1243365,37.67559091,437811,19021261,ACSO,17200 HESPERIAN BL,17259 HESPERIAN BL,SAN LORENZO,CA,94580,999,72 HOUR MENTAL HEALTH,
-122.1280139,37.68109991,437812,19021258,ACSO,GENEVIEVE PL/ E LEWELLING BL,GENEVIEVE PL/ E LEWELLING BL,SAN LORENZO,CA,94580,999,BENCH WARRANT/FAILURE TO APPEAR ON MISDEMEANOR CHARGE,
-122.1416045,37.71443232,437813,19021260,ACSO,13800 E 14TH ST,13885 E 14TH ST,SAN LEANDRO,CA,94578,120,ROBBERY,
-122.1416045,37.71443232,437813,19021260,ACSO,13800 E 14TH ST,13885 E 14TH ST,SAN LEANDRO,CA,94578,13B,BATTERY W/SERIOUS BODILY INJURY,
-122.1230462,37.69371413,437815,19021259,ACSO,15900 WAGNER ST,15968 WAGNER ST,SAN LORENZO,CA,94580,90Z,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,
-122.1230462,37.69371413,437815,19021259,ACSO,15900 WAGNER ST,15968 WAGNER ST,SAN LORENZO,CA,94580,90J,TRESPASS:OCCUPY PROPERTY W/O CONSENT,
-122.1230462,37.69371413,437815,19021259,ACSO,15900 WAGNER ST,15968 WAGNER ST,SAN LORENZO,CA,94580,220,BURGLARY,
-122.0712162,37.70772343,437818,19021265,ACSO,4400 ALMA AV,4400 ALMA AV,CASTRO VALLEY,CA,94546,999,INFORMATIONAL REPORT,
-122.1137133,37.67123549,437822,19021266,ACSO,300 BARTLETT AV,323 BARTLETT AV,HAYWARD,CA,94541,999,OUTSIDE AGENCY ASSIST,
-122.1137133,37.67123549,437822,19021266,ACSO,300 BARTLETT AV,323 BARTLETT AV,HAYWARD,CA,94541,999,FOUND PROPERTY,
-122.1101876,37.6804432,437826,19021272,ACSO,100 MEDFORD AV,186 MEDFORD AV,HAYWARD,CA,94541,90Z,POSSESS/ETC BURGLARY TOOLS,
-122.1101876,37.6804432,437826,19021272,ACSO,100 MEDFORD AV,186 MEDFORD AV,HAYWARD,CA,94541,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1101876,37.6804432,437826,19021272,ACSO,100 MEDFORD AV,186 MEDFORD AV,HAYWARD,CA,94541,90Z,A POST RELEASE COMMUNITY SUPERVISION,
-122.1080473,37.70055861,437827,19021274,ACSO,16300 FOOTHILL BL,16320 FOOTHILL BL,SAN LEANDRO,CA,94578,35A,USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE,
-122.1080473,37.70055861,437827,19021274,ACSO,16300 FOOTHILL BL,16320 FOOTHILL BL,SAN LEANDRO,CA,94578,90Z,VIOLATION OF PROBATION MISDEMEANOR,
-122.0894506,37.6743956,437828,19021273,ACSO,MEEKLAND AV/ WILLOW AV,MEEKLAND AV/ WILLOW AV,HAYWARD,CA,94541,90C,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,
-122.1151555,37.69281563,437833,19021278,ACSO,16400 PESHEL CT,16425 PESHEL CT,SAN LORENZO,CA,94580,23F,BURGLARY - VEHICLE,
-122.1237539,37.69420187,437834,19021275,ACSO,15700 WAGNER ST,15748 WAGNER ST,SAN LORENZO,CA,94580,13A,FORCE OR ADW NOT FIREARM,
-122.0740113,37.7081046,437835,19021279,ACSO,18900 REDWOOD RD,18949 REDWOOD RD,CASTRO VALLEY,CA,94546,999,72 HOUR MENTAL HEALTH,
-122.1190753,37.66725678,437837,19021280,ACSO,19900 HESPERIAN BL,19950 HESPERIAN BL,HAYWARD,CA,94541,23F,BURGLARY - VEHICLE,
-122.0726257,37.69515525,437838,19021282,ACSO,3400 CASTRO VALLEY BL,3495 CASTRO VALLEY BL,CASTRO VALLEY,CA,94546,35B,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,
-122.1273653,37.70443081,437840,19021281,ACSO,15200 E 14TH ST,15208 E 14TH ST,SAN LEANDRO,CA,94578,26A,DEFRAUDING AN INNKEEPER [$400 OR LESS],
-122.1195705,37.70532787,437844,19021286,ACSO,15500 MAUBERT AV,15534 MAUBERT AV,SAN LEANDRO,CA,94578,999,72 HOUR MENTAL HEALTH,
